Data,vendas
2021-02-01T00:00:00-03:00,83.19861
2021-03-01T00:00:00-03:00,97.79011
2021-04-01T00:00:00-03:00,90.57747
2021-05-01T00:00:00-03:00,93.39176
2021-06-01T00:00:00-03:00,91.54585
2021-07-01T00:00:00-03:00,95.07431
2021-08-01T00:00:00-03:00,93.76251
2021-09-01T00:00:00-03:00,91.66922
2021-10-01T00:00:00-03:00,92.66061
2021-11-01T00:00:00-03:00,97.20674
2021-12-01T00:00:00-03:00,111.25742
2022-01-01T00:00:00-03:00,103.01413
2022-02-01T00:00:00-03:00,91.09363
2022-03-01T00:00:00-03:00,101.3261
2022-04-01T00:00:00-03:00,93.73962
2022-05-01T00:00:00-03:00,102.03812
2022-06-01T00:00:00-03:00,99.79778
2022-07-01T00:00:00-03:00,98.86883
2022-08-01T00:00:00-03:00,99.99215
2022-09-01T00:00:00-03:00,97.02643
2022-10-01T00:00:00-03:00,97.53164
2022-11-01T00:00:00-03:00,103.46687
2022-12-01T00:00:00-03:00,112.10471
2023-01-01T00:00:00-03:00,95.23092
2023-02-01T00:00:00-03:00,90.63142
2023-03-01T00:00:00-03:00,108.51701
2023-04-01T00:00:00-03:00,96.75034
2023-05-01T00:00:00-03:00,109.74968
2023-06-01T00:00:00-03:00,104.45825
2023-07-01T00:00:00-03:00,105.34325
2023-08-01T00:00:00-03:00,106.50735
2023-09-01T00:00:00-03:00,103.5143
2023-10-01T00:00:00-03:00,105.50039
2023-11-01T00:00:00-03:00,111.36205
2023-12-01T00:00:00-03:00,117.52999
2024-01-01T00:00:00-03:00,101.97248
2024-02-01T00:00:00-03:00,100.66582
2024-03-01T00:00:00-03:00,113.03441
2024-04-01T00:00:00-03:00,107.71928
2024-05-01T00:00:00-03:00,116.77494
2024-06-01T00:00:00-03:00,112.68921
2024-07-01T00:00:00-03:00,114.41473
2024-08-01T00:00:00-03:00,115.4157
2024-09-01T00:00:00-03:00,112.68637
2024-10-01T00:00:00-03:00,114.60433
2024-11-01T00:00:00-03:00,117.07409
2024-12-01T00:00:00-03:00,120.32866
2025-01-01T00:00:00-03:00,107.66769
2025-02-01T00:00:00-03:00,103.92113
2025-03-01T00:00:00-03:00,115.42462
2025-04-01T00:00:00-03:00,109.78403
2025-05-01T00:00:00-03:00,123.18188
2025-06-01T00:00:00-03:00,115.06034
2025-07-01T00:00:00-03:00,119.04206
2025-08-01T00:00:00-03:00,118.31979
2025-09-01T00:00:00-03:00,118.32323
